,SBIN.NS,J&KBANK.NS,BANKBARODA.NS,POLICYBZR.NS,OFSS.NS,MANKIND.NS,NGLFINE.NS,SPARC.NS,NATCOPHARM.NS,CARYSIL.NS,BAJAJCON.NS,BAJAJ-AUTO.NS,BHARATFORG.NS,ASIANENE.NS,LT.NS,SBILIFE.NS,STARHEALTH.NS,GPIL.NS,JSWSTEEL.NS,TATASTEEL.NS,ADANIPORTS.NS,NYKAA.NS,TATACOMM.NS,IDEA.NS,ADANIPOWER.NS,ADANIGREEN.NS
2026-01-01,868.4575437937491,124.57742256144203,269.20845032931544,1904.4168585052664,9265.06375774258,2385.703302001238,1074.6162379273376,156.88074553672482,926.9859796762549,947.1816215970389,213.41162141862313,9009.074549875933,1362.793495644199,309.64330966837855,3943.575650535987,1970.3221603429683,369.0245354651595,190.34619053350602,1100.7057289365714,171.9445259786891,1556.1617777695883,188.82195919979907,1805.8520144716108,7.0134331619064785,130.56782704075383,1003.8038619378198
2026-01-02,868.9552343158806,124.65940765735796,269.3799047391594,1904.9844524276225,9270.539826438548,2386.48261255921,1073.97874919257,156.84860865449994,926.9810379079397,947.7889847081851,213.42789626875842,9013.916411385033,1363.4759271233554,309.77841170594013,3945.772088811533,1971.200438174827,368.5894126825028,190.40165210676037,1101.2969875293186,172.03884763284117,1557.025551020571,188.6772921849596,1806.487347536361,7.009991655359088,130.66534948739545,1003.7094480456346
