,SBIN.NS,J&KBANK.NS,BANKBARODA.NS,POLICYBZR.NS,OFSS.NS,MANKIND.NS,NGLFINE.NS,SPARC.NS,NATCOPHARM.NS,CARYSIL.NS,BAJAJCON.NS,BAJAJ-AUTO.NS,BHARATFORG.NS,ASIANENE.NS,LT.NS,SBILIFE.NS,STARHEALTH.NS,GPIL.NS,JSWSTEEL.NS,TATASTEEL.NS,ADANIPORTS.NS,NYKAA.NS,TATACOMM.NS,IDEA.NS,ADANIPOWER.NS,ADANIGREEN.NS
2026-01-01,868.4497782843323,124.57741649299679,269.20863008556825,1904.4168585052664,9265.031527635245,2385.703302001238,1074.6146424182386,156.88074553672482,926.9870640608917,947.1605865544183,213.41161600852627,9009.097162791546,1362.7938521091091,309.64330966837855,3943.5770778021447,1970.3218648567317,369.0245354651595,190.3451601393865,1100.7013766895832,171.94453583035204,1556.1712194552613,188.82195919979907,1805.8567236942974,7.0134331619064785,130.56782704075383,1003.8038619378198
2026-01-02,868.9474071794893,124.65940154268787,269.3800859212153,1904.9844524276225,9270.507340536711,2386.48261255921,1073.9771410207004,156.84860865449994,926.9821308988037,947.7677827207817,213.42789082339775,9013.93920376823,1363.476287386164,309.77841170594013,3945.7735274033234,1971.2001404509822,368.5894126825028,190.40061353490975,1101.2926010680674,172.0388575626919,1557.035067623147,188.6772921849596,1806.492094133831,7.009991655359088,130.66534948739545,1003.7094480456346
